player_id,player,team_id,market,line,confidence,hit_rate_last_5,score,risk
1630168,Onyeka Okongwu,1610612737,rebounds,8,3,0.6,33.0,aggressive
1641708,Amen Thompson,1610612745,rebounds,8,3,0.6,33.0,aggressive
1631109,Mark Williams,1610612756,rebounds,8,3,0.6,33.0,aggressive
1631105,Jalen Duren,1610612765,rebounds,8,3,0.6,33.0,aggressive
1628389,Bam Adebayo,1610612748,rebounds,8,3,0.6,33.0,aggressive
1628389,Bam Adebayo,1610612748,rebounds,10,3,0.6,33.0,aggressive
203497,Rudy Gobert,1610612750,rebounds,8,3,0.6,33.0,aggressive
203497,Rudy Gobert,1610612750,rebounds,10,3,0.6,33.0,aggressive
1629675,Naz Reid,1610612750,rebounds,8,3,0.6,33.0,aggressive
1631096,Chet Holmgren,1610612760,rebounds,10,3,0.6,33.0,aggressive
203939,Dwight Powell,1610612742,rebounds,8,3,0.6,33.0,aggressive
1642273,Kyshawn George,1610612764,rebounds,8,3,0.6,33.0,aggressive
1629632,Coby White,1610612741,assists,6,3,0.6,33.0,aggressive
1629638,Nickeil Alexander-Walker,1610612737,threes,3,3,0.6,33.0,aggressive
1629638,Nickeil Alexander-Walker,1610612737,threes,4,3,0.6,33.0,aggressive
1629638,Nickeil Alexander-Walker,1610612737,threes,5,3,0.6,33.0,aggressive
201142,Kevin Durant,1610612745,threes,3,3,0.6,33.0,aggressive
201142,Kevin Durant,1610612745,threes,4,3,0.6,33.0,aggressive
1641824,Matas Buzelis,1610612741,threes,3,3,0.6,33.0,aggressive
1641824,Matas Buzelis,1610612741,threes,4,3,0.6,33.0,aggressive
1630188,Jalen Smith,1610612741,threes,3,3,0.6,33.0,aggressive
1641706,Brandon Miller,1610612766,threes,3,3,0.6,33.0,aggressive
1641706,Brandon Miller,1610612766,threes,4,3,0.6,33.0,aggressive
1630163,LaMelo Ball,1610612766,threes,3,3,0.6,33.0,aggressive
201142,Kevin Durant,1610612745,points,25,3,0.6,33.0,aggressive
201142,Kevin Durant,1610612745,points,30,3,0.6,33.0,aggressive
1628389,Bam Adebayo,1610612748,points,25,3,0.6,33.0,aggressive
1628983,Shai Gilgeous-Alexander,1610612760,points,30,3,0.6,33.0,aggressive
