parlay_id,size,player_id,player,team_id,market,line,confidence,hit_rate_last_5,score,risk
1,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
1,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
1,3,1641824,Matas Buzelis,1610612741,threes,1,5,1.0,55.0,core
2,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
2,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
2,3,1641824,Matas Buzelis,1610612741,threes,2,5,1.0,55.0,core
3,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
3,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
3,3,1630188,Jalen Smith,1610612741,threes,1,5,1.0,55.0,core
4,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
4,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
4,3,1630188,Jalen Smith,1610612741,threes,2,5,1.0,55.0,core
5,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
5,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
5,3,1628978,Donte DiVincenzo,1610612750,threes,1,5,1.0,55.0,core
6,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
6,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
6,3,1628978,Donte DiVincenzo,1610612750,threes,2,5,1.0,55.0,core
7,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
7,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
7,3,1641706,Brandon Miller,1610612766,threes,1,5,1.0,55.0,core
8,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
8,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
8,3,1641706,Brandon Miller,1610612766,threes,2,5,1.0,55.0,core
9,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
9,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
9,3,1630163,LaMelo Ball,1610612766,threes,1,5,1.0,55.0,core
10,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
10,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
10,3,1630163,LaMelo Ball,1610612766,threes,2,5,1.0,55.0,core
11,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
11,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
11,3,1642273,Kyshawn George,1610612764,threes,1,5,1.0,55.0,core
12,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
12,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
12,3,1642273,Kyshawn George,1610612764,threes,2,5,1.0,55.0,core
13,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
13,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
13,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
14,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
14,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
14,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
15,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
15,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
15,3,1628978,Donte DiVincenzo,1610612750,threes,3,4,0.8,44.0,moderate
16,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
16,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
16,3,1642267,Bub Carrington,1610612764,threes,3,4,0.8,44.0,moderate
17,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
17,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
17,3,1641824,Matas Buzelis,1610612741,threes,3,3,0.6,33.0,aggressive
18,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
18,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
18,3,1641824,Matas Buzelis,1610612741,threes,4,3,0.6,33.0,aggressive
19,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
19,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
19,3,1630188,Jalen Smith,1610612741,threes,3,3,0.6,33.0,aggressive
20,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
20,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
20,3,1641706,Brandon Miller,1610612766,threes,3,3,0.6,33.0,aggressive
21,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
21,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
21,3,1641706,Brandon Miller,1610612766,threes,4,3,0.6,33.0,aggressive
22,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
22,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
22,3,1630163,LaMelo Ball,1610612766,threes,3,3,0.6,33.0,aggressive
23,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
23,3,1630578,Alperen Sengun,1610612745,assists,4,5,1.0,55.0,core
