parlay_id,size,player_id,player,team_id,market,line,confidence,hit_rate_last_5,score,risk
1,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
1,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
1,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
1,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
1,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
1,8,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
1,8,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
1,8,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
2,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
2,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
2,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
2,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
2,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
2,8,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
2,8,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
2,8,201566,Russell Westbrook,1610612758,threes,2,5,1.0,55.0,core
3,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
3,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
3,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
3,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
3,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
3,8,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
3,8,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
3,8,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
4,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
4,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
4,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
4,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
4,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
4,8,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
4,8,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
4,8,201566,Russell Westbrook,1610612758,threes,2,5,1.0,55.0,core
5,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
5,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
5,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
5,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
5,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
5,8,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
5,8,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
5,8,1642267,Bub Carrington,1610612764,threes,3,4,0.8,44.0,moderate
6,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
6,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
6,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
6,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
6,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
6,8,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
6,8,201566,Russell Westbrook,1610612758,threes,2,5,1.0,55.0,core
6,8,1642267,Bub Carrington,1610612764,threes,3,4,0.8,44.0,moderate
7,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
7,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
7,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
7,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
7,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
7,8,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
7,8,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
7,8,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
8,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
8,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
8,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
8,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
8,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
8,8,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
8,8,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
8,8,201566,Russell Westbrook,1610612758,threes,2,5,1.0,55.0,core
9,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
9,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
9,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
9,8,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
9,8,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
9,8,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
9,8,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
9,8,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
10,8,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
10,8,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
10,8,1631105,Jalen Duren,1610612765,rebounds,4,5,1.0,55.0,core
