parlay_id,size,player_id,player,team_id,market,line,confidence,hit_rate_last_5,score,risk
1,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
1,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
1,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
1,5,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
1,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
2,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
2,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
2,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
2,5,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
2,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
3,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
3,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
3,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
3,5,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
3,5,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
4,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
4,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
4,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
4,5,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
4,5,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
5,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
5,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
5,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
5,5,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
5,5,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
6,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
6,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
6,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
6,5,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
6,5,201566,Russell Westbrook,1610612758,threes,2,5,1.0,55.0,core
7,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
7,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
7,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
7,5,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
7,5,1642267,Bub Carrington,1610612764,threes,3,4,0.8,44.0,moderate
8,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
8,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
8,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
8,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
8,5,1642273,Kyshawn George,1610612764,assists,6,4,0.8,44.0,moderate
9,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
9,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
9,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
9,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
9,5,1642273,Kyshawn George,1610612764,threes,1,5,1.0,55.0,core
10,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
10,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
10,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
10,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
10,5,1642273,Kyshawn George,1610612764,threes,2,5,1.0,55.0,core
11,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
11,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
11,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
11,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
11,5,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
12,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
12,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
12,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
12,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
12,5,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
13,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
13,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
13,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
13,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
13,5,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
14,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
14,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
14,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
14,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
14,5,201566,Russell Westbrook,1610612758,threes,2,5,1.0,55.0,core
15,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
15,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
15,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
15,5,1630178,Tyrese Maxey,1610612755,assists,4,5,1.0,55.0,core
15,5,1642267,Bub Carrington,1610612764,threes,3,4,0.8,44.0,moderate
16,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
16,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
16,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
16,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
16,5,1642273,Kyshawn George,1610612764,assists,6,4,0.8,44.0,moderate
17,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
17,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
17,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
17,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
17,5,1642273,Kyshawn George,1610612764,threes,1,5,1.0,55.0,core
18,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
18,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
18,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
18,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
18,5,1642273,Kyshawn George,1610612764,threes,2,5,1.0,55.0,core
19,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
19,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
19,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
19,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
19,5,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
20,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
20,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
20,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
20,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
20,5,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
21,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
21,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
21,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
21,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
21,5,201566,Russell Westbrook,1610612758,threes,1,5,1.0,55.0,core
22,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
22,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
22,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
22,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
22,5,201566,Russell Westbrook,1610612758,threes,2,5,1.0,55.0,core
23,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
23,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
23,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
23,5,1630178,Tyrese Maxey,1610612755,assists,6,5,1.0,55.0,core
23,5,1642267,Bub Carrington,1610612764,threes,3,4,0.8,44.0,moderate
24,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
24,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
24,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
24,5,1642273,Kyshawn George,1610612764,assists,6,4,0.8,44.0,moderate
24,5,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
25,5,1631096,Chet Holmgren,1610612760,rebounds,4,5,1.0,55.0,core
25,5,1642274,Yves Missi,1610612740,rebounds,4,5,1.0,55.0,core
25,5,1628983,Shai Gilgeous-Alexander,1610612760,points,20,5,1.0,55.0,core
25,5,1642273,Kyshawn George,1610612764,assists,6,4,0.8,44.0,moderate
25,5,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
