parlay_id,size,player_id,player,team_id,market,line,confidence,hit_rate_last_5,score,risk
1,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
1,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
1,3,1627759,Jaylen Brown,1610612738,points,15,5,1.0,55.0,core
2,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
2,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
2,3,1627759,Jaylen Brown,1610612738,points,18,5,1.0,55.0,core
3,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
3,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
3,3,1627759,Jaylen Brown,1610612738,points,20,5,1.0,55.0,core
4,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
4,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
4,3,1627759,Jaylen Brown,1610612738,points,25,4,0.8,44.0,moderate
5,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
5,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
5,3,1627759,Jaylen Brown,1610612738,points,30,3,0.6,33.0,aggressive
6,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
6,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
6,3,1630573,Sam Hauser,1610612738,threes,1,5,1.0,55.0,core
7,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
7,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
7,3,1630573,Sam Hauser,1610612738,threes,2,5,1.0,55.0,core
8,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
8,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
8,3,1630573,Sam Hauser,1610612738,threes,3,4,0.8,44.0,moderate
9,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
9,3,1630168,Onyeka Okongwu,1610612737,rebounds,4,5,1.0,55.0,core
9,3,1630573,Sam Hauser,1610612738,threes,4,3,0.6,33.0,aggressive
10,3,1630552,Jalen Johnson,1610612737,rebounds,4,5,1.0,55.0,core
