parlay_id,size,player_id,player,team_id,market,line,confidence,hit_rate_last_5,score,risk
1,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
1,3,1642273,Kyshawn George,1610612764,rebounds,4,5,1.0,55.0,core
1,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
2,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
2,3,1642273,Kyshawn George,1610612764,rebounds,4,5,1.0,55.0,core
2,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
3,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
3,3,1642273,Kyshawn George,1610612764,rebounds,4,5,1.0,55.0,core
3,3,1642267,Bub Carrington,1610612764,threes,3,3,0.6,33.0,aggressive
4,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
4,3,1642273,Kyshawn George,1610612764,rebounds,6,4,0.8,44.0,moderate
4,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
5,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
5,3,1642273,Kyshawn George,1610612764,rebounds,6,4,0.8,44.0,moderate
5,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
6,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
6,3,1642273,Kyshawn George,1610612764,rebounds,8,3,0.6,33.0,aggressive
6,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
7,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
7,3,1642273,Kyshawn George,1610612764,rebounds,8,3,0.6,33.0,aggressive
7,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
8,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
8,3,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
8,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
9,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
9,3,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
9,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
10,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
10,3,1642273,Kyshawn George,1610612764,assists,4,5,1.0,55.0,core
10,3,1642267,Bub Carrington,1610612764,threes,3,3,0.6,33.0,aggressive
11,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
11,3,1642273,Kyshawn George,1610612764,assists,6,3,0.6,33.0,aggressive
11,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
12,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
12,3,1642273,Kyshawn George,1610612764,assists,6,3,0.6,33.0,aggressive
12,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
13,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
13,3,1642273,Kyshawn George,1610612764,threes,1,5,1.0,55.0,core
13,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
14,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
14,3,1642273,Kyshawn George,1610612764,threes,1,5,1.0,55.0,core
14,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
15,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
15,3,1642273,Kyshawn George,1610612764,threes,1,5,1.0,55.0,core
15,3,1642267,Bub Carrington,1610612764,threes,3,3,0.6,33.0,aggressive
16,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
16,3,1642273,Kyshawn George,1610612764,threes,2,5,1.0,55.0,core
16,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
17,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
17,3,1642273,Kyshawn George,1610612764,threes,2,5,1.0,55.0,core
17,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
18,3,1629029,Luka Dončić,1610612747,points,20,5,1.0,55.0,core
18,3,1642273,Kyshawn George,1610612764,threes,2,5,1.0,55.0,core
18,3,1642267,Bub Carrington,1610612764,threes,3,3,0.6,33.0,aggressive
19,3,1629029,Luka Dončić,1610612747,points,25,5,1.0,55.0,core
19,3,1642273,Kyshawn George,1610612764,rebounds,4,5,1.0,55.0,core
19,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
20,3,1629029,Luka Dončić,1610612747,points,25,5,1.0,55.0,core
20,3,1642273,Kyshawn George,1610612764,rebounds,4,5,1.0,55.0,core
20,3,1642267,Bub Carrington,1610612764,threes,2,5,1.0,55.0,core
21,3,1629029,Luka Dončić,1610612747,points,25,5,1.0,55.0,core
21,3,1642273,Kyshawn George,1610612764,rebounds,4,5,1.0,55.0,core
21,3,1642267,Bub Carrington,1610612764,threes,3,3,0.6,33.0,aggressive
22,3,1629029,Luka Dončić,1610612747,points,25,5,1.0,55.0,core
22,3,1642273,Kyshawn George,1610612764,rebounds,6,4,0.8,44.0,moderate
22,3,1642267,Bub Carrington,1610612764,threes,1,5,1.0,55.0,core
